title,sdgs
"Core health-components, contextual factors and program elements of community-based interventions in Southeast Asia – a realist synthesis regarding hypertension and diabetes",SDG 3
"Corellation of water quality to the prevalence of ectoparasite in milkfish (Chanos chanos) in Sedati District, Sidoarjo",SDG 3
Coronary Angiography Characteristics as Predictor of Successful Chronic Total Occlusion Recanalization,SDG 3
"Control of hazardous chemical as an effort for compliance criteria of OHS management system: A cross-sectional study at PT. X Surabaya, Indonesia",SDG 3
"Gender perceptions and adaptation strategies to climatic hazards-floods in rural areas of District Sialkot, Punjab, Pakistan",SDG 3
Container characteristics and dengue hemorrhagic fever incidence,SDG 3
Genetic variant of SARS-CoV-2 isolates in Indonesia: Spike glycoprotein gene,SDG 3
Conformity between modified Swallowing Outcome After Laryngectomy questionnaire and Flexible Endoscopic Evaluation of Swallowing in laryngeal carcinoma patients after total laryngectomy,SDG 3
Giant long-standing urethral calculus without urinary retention: A case report,SDG 3
Giant Fibroepithelial Polyps of the Vulva in a Woman with Uterine Myoma and Primary Infertility: A Case Report and Literature Review,SDG 3
Giant Brain Abscess in A Pediatric Patient with Congenital Heart Disease: A Case Report,SDG 3
Giant bladder stone with squamous cell carcinoma of bladder: Case report and the literature review,SDG 3
Conformity of Fine Needle Aspiration Biopsy (FNAB) and Core Needle Biopsy (CNB) in peripheral lung tumor patients: A cross-sectional study,SDG 3
Giant bladder calculi due to four years neglected cystostomy,SDG 3
Ghrelin and Serotonin as Indicators of Obesity due to The Influence of Circadia on Wistar Rats,SDG 3
"Congenital Rubella Syndrome profile of audiology outpatient clinic in Surabaya, Indonesia",SDG 3
Geriatric fractures in single Orthopedic Hospital: The role of domestic fall and comprehensive geriatric assessment,SDG 3
Geographic tongue induced by angiogenesis inhibitor as chemotherapy in cancer patients,SDG 3
"Geographically weighted regression modeling for analyzing spatial heterogeneity on relationship between dengue hemorrhagic fever incidence and rainfall in Surabaya, Indonesia",SDG 3
"Genotyping of human pappilomavirus in cervical precancerous lesion and squamous cell carcinoma at Dr. Soetomo hospital, Surabaya, Indonesia",SDG 3
Genetic Polymorphisms of Ischemic Stroke in Asians,SDG 3
"Genotyping and clinical factors in pediatric diarrhea caused by rotaviruses: One-year surveillance in Surabaya, Indonesia",SDG 3
"Genotypic characterization of human immunodeficiency virus type 1 isolated in Bali, Indonesia in 2016",SDG 3
Connective Tissue Growth Factor in Idiopathic Pulmonary Fibrosis: Breaking the Bridge,SDG 3
"Genotypic Characterization of Human Immunodeficiency Virus Type 1 Isolated from Antiretroviral Treatment-Experienced Individuals in Buleleng Regency, Bali, Indonesia",SDG 3
Consensus Guidelines for Influenza Vaccination in Patients with Diabetes,SDG 3
Conservative & operative management of tuberculous spondylitis in children,SDG 3
Constitutive activation of p46JNK2 is indispensable for C/EBPδ induction in the initial stage of adipogenic differentiation,SDG 3
"Genotypic characterization of human immunodeficiency virus type 1 derived from antiretroviral therapy-naive individuals residing in Sorong, West Papua",SDG 3
"Genomic analysis of diversity, population structure, virulence, and antimicrobial resistance in Klebsiella pneumoniae, an urgent threat to public health",SDG 3
"Genomic analysis of dengue virus serotype 1 (DENV-1) genotypes from Surabaya, Indonesia",SDG 3
Construction of a conceptual model of comprehensive care for Indonesian children with human immunodeficiency virus,SDG 3
Genkwanin: An emerging natural compound with multifaceted pharmacological effects,SDG 3
Construction of epitope-based peptide vaccine against SARS-CoV-2: Immunoinformatics study,SDG 3
Contact Investigation and Preventive Therapy as Tuberculosis prevention in Children with Tuberculosis Household Contact: A Systematic Review,SDG 3
"Genotypic characterization of human immunodeficiency virus type 1 prevalent in kepulauan riau, Indonesia",SDG 3
Coronary Artery Bypass Surgery Without Saphenous Vein Grafting: JACC Review Topic of the Week,SDG 3
Coronary artery size as a predictor of Y-graft patency following coronary artery bypass surgery,SDG 3
"Gendered Impact of Age, Toilet Facilities, and Cooking Fuels on the Occurrence of Acute Respiratory Infections in Toddlers in Indonesia and the Philippines",SDG 3
"Gadget Use, Pocket Money, and Snacking Habits of Children with and without Overweight/Obesity Problem in Surabaya, Indonesia",SDG 3
GABRA6 and SLC6A4 genotypes are correlated with the fasting blood glucose and physical fitness in the seemingly healthy young adults,SDG 3
GABAA receptor expression and white matter disruption in intrauterine growth restricted piglets,SDG 3
"Correlation between Diabetes Mellitus Type 2, Cholesterol with Calcium Score in Patient with Hypertension and Obesity",SDG 3
"Correlation between duration of illness and quality of life in pediatric patients with nephrotic syndrome at dr. Soetomo general hospital, Surabaya, Indonesia – A cross-sectional study",SDG 3
Correlation between Ecological Status of Sedati Waters and Gonadosomatic Index of Short-Necked Clam (Paratapes undulatus),SDG 3
"G2P[4] rotavirus outbreak in Belu, East Nusa Tenggara Province, Indonesia, 2018",SDG 3
Fuzzy Unsupervised Approaches to Analyze Covid-19 Spread for School Reopening Decision Making,SDG 3
CORRELATION BETWEEN ENVIRONMENTAL FACTORS AND THE HUMAN DEVELOPMENT INDEX IN EAST JAVA IN 2019,SDG 3
Fuzzy modeling network type 2 and principal component analysis for the diagnosis of diabetic retinopathy,SDG 3
Correlation between eosinophil to leukocyte ratio (ELR) and HbA1c in type 2 diabetes mellitus patients,SDG 3
Correlation between estrogen receptor and programmed death ligand-1 in type I endometrial cancer,SDG 3
Future challenges in diesel biodegradation by bacteria isolates: A review,SDG 3
Correlation between depression level and headache severity: A study among medical students during the COVID-19 pandemic,SDG 3
Fusigen reduces intracellular reactive oxygen species and nitric oxide levels,SDG 3
"Fungal isolates findings of sputum samples in new and previously treated cases of pulmonary tuberculosis in dr. soetomo hospital surabaya, Indonesia",SDG 3
Correlation between Hasford score with early molecular response in patients with chronic myeloid leukemia in chronic phase treated with imatinib,SDG 3
Correlation between high serum uric acid levels with occurrence of diabetic peripheral neuropathy in patients with type 2 diabetes,SDG 3
"Correlation between HIV-1 genotype and clinical progression in HIV/AIDS patients in Surabaya, Indonesia",SDG 3
Correlation between hyperglycemia stress and short-term memory function in thrombotic stroke patients,SDG 3
Functional factors on compliance drugs consumption in diabetes melitus patients related to periodontal health,SDG 3
"Full genome characterization and phylogenetic analysis of hepatitis B virus in gibbons and a caretaker in Central Kalimantan, Indonesia",SDG 3
Correlation between influenza virus replication and ATP6V0C of trivalent influenza (TIV) vaccination in ferret,SDG 3
Correlation between in silico and in vitro results of 1-(Benzoyloxy)urea and its derivatives as potential anti-cancer drugs,SDG 3
Fucosyltransferase 2 inhibitors: Identification via docking and STD-NMR studies,SDG 3
FROM REPRODUCTIVE HEALTH TO UNPREPARED HEALTH SYSTEM STRUCTURE: REMEMBERING WHY WE START THE DIGITAL HEALTH,SDG 3
Correlation between intact parathyroid hormone levels and subperiosteal erosion toward phalanx manus and bone specific alkaline phosphatase level in pre-dialysis chronic kidney disease patients,SDG 3
Correlation between interleukin-6 expression in post-mortem core liver biopsy and degree of liver injury in patients with fatal COVID-19,SDG 3
Correlation between family support and self-efficacy in stroke survivors,SDG 3
Correlation between CXCR4 and MMP-2 Expression with T Stage in Clear Cell Renal Cell Carcinoma,SDG 3
Correlation between CXCL12 and MMP-7 Expression with Lymph Node Metastasis Status in Colorectal Adenocarcinoma,SDG 3
Garcinoxanthones from Garcinia mangostana L. against SARS-CoV-2 infection and cytokine storm pathway inhibition: A viroinformatics study,SDG 3
Coronary stent infection: A systematic review,SDG 3
Coronavirus Disease (Covid-19) Vaccination Policy as a Right or Obligation: Health Law Perspective,SDG 3
"Correction: An analysis of age-standardized suicide rates in Muslim-majority countries in 2000-2019 (BMC Public Health, (2022), 22, 1, (882), 10.1186/s12889-022-13101-3)",SDG 3
"Correction to: Analysis of dengue model with fractal-fractional Caputo–Fabrizio operator (Adv. Differ. Equ., (2020), 2020, (422), 10.1186/s13662-020-02881-w)",SDG 3
Correlation Analysis between Household Hygiene and Sanitation and Nutritional Status and Female Leprosy in Gresik Regency,SDG 3
Correlation analysis between women’s body mass index and mechanical low back pain,SDG 3
"Correlation between anti-hypertensive drugs and disease progression among moderate, severe, and critically ill COVID-19 patients in the second referral hospital in Surabaya: A retrospective cohort study",SDG 3
Correlation Between Apolipoprotein E and Recurrent Acute Coronary Syndrome,SDG 3
Gender differences in the blood glucose type 2 diabetes patients with combination rapid and long acting insulin therapy,SDG 3
"Correlation between APRI, FIB-4 and GPR Indices to Fibroscan and HBeAg Status in Patients with Chronic Hepatitis B",SDG 3
Correlation between Arterial and Left Ventricle Diastolic Stiffness in Hypertensive Patients,SDG 3
Correlation between Arterial Stiffness with Left Ventricular Mass Index and Diastolic Function in Patients with Stage 3 and 4 of Non-Diabetic Chronic Kidney Disease,SDG 3
Gender consciousness among students of higher education,SDG 3
Correlation between bacterial index and grade of disability amongst leprosy patients: A single center retrospetive study,SDG 3
Correlation between blood urea nitrogen level and cochlear outer hair cell function in non-dialysis chronic kidney disease patients,SDG 3
Correlation between body mass index on presenteeism and absenteeism on dislipidemia worker,SDG 3
Correlation between CD44+ cancer stem cell expression and histopathological types of nasopharyngeal carcinoma,SDG 3
Correlation between CD4 T lymphocyte and candida species counts in oral candidiasis patients with HIV / AIDS,SDG 3
CORRELATION BETWEEN CLIMATE VARIATIONS AND ROTAVIRUS DIARRHEA IN UNDER-FIVE CHILDREN IN SIDOARJO DISTRICT YEAR 2016-2019,SDG 3
"Correlation between clinicopathological factors and clinical outcomes of recurrent epithelial ovarian cancer at a tertiary hospital in Surabaya, Indonesia",SDG 3
GC–MS metabolomics revealed protocatechuic acid as a cytotoxic and apoptosis-inducing compound from black rice brans,SDG 3
Gc-ms-and nmr-based metabolomics and molecular docking reveal the potential alpha-glucosidase inhibitors from psychotria malayana jack leaves,SDG 3
Correlation between C-MYC and BAX expression with various Ann Arbor stages in B-cell large cell type of Non-Hodgkin lymphoma,SDG 3
Gastrointestinal stromal tumor as mimicking gynecological mass finding on CT scan imaging: A case report,SDG 3
Gastrointestinal manifestations in COVID-19 infection,SDG 3
Gastrointestinal bleeding as a life-threatening complication of liver abnormality in a Turner syndrome patient,SDG 3
Gastric perforation mimicking ST-segment elevation myocardial infarction,SDG 3
Garlic extract (Allicin) improves the proliferation of endothelial progenitor cell from patients with stable coronary artery disease,SDG 3
Correlation between coenzyme q10 level long-term steroid inhalation in patients with bronchial asthma,SDG 3
Concurrent COVID-19 and Pneumocystis jirovecii pneumonia: The importance of radiological diagnostic and HIV testing,SDG 3
